Player,Position,Age,Market Value,Nationality,Joined Club,Joined League,Transfer Fee
Bright Arrey-Mbi,Centre-Back,21,EUR2.50m,Germany,SC Braga,Liga Portugal,EUR6.20m
Nathaniel Adjei,Centre-Back,21,EUR2.50m,Ghana,FC Lorient,Ligue 2,EUR5.70m
Sebastian Walukiewicz,Centre-Back,24,EUR2.50m,Poland,Torino,Serie A,EUR5.00m
Alieu Fadera,Left Winger,22,EUR2.50m,The Gambia,Como,Serie A,EUR5.00m
Frankie Amaya,Central Midfield,23,EUR2.50m,United States,Toluca,Liga MX Apertura,EUR3.75m
Philip Otele,Left Winger,25,EUR2.50m,Nigeria,Al-Wahda,UAE Pro League,EUR3.50m
Mehdi Leris,Right Winger,26,EUR2.50m,Algeria,Pisa,Serie B,EUR3.00m
Silvano Vos,Defensive Midfield,19,EUR2.50m,Netherlands,Milan U23,Serie C - B,EUR3.00m
Nicolas Madsen,Central Midfield,24,EUR2.50m,Denmark,QPR,Championship,EUR4.00m
Helio Varela,Left Winger,22,EUR2.50m,Cape Verde,KAA Gent,Jupiler Pro League,EUR3.12m
Haris Tabakovic,Centre-Forward,30,EUR2.50m,Bosnia-Herzegovina,TSG Hoffenheim,Bundesliga,EUR3.00m
Patrick Yazbek,Central Midfield,22,EUR2.50m,Australia,Nashville,MLS,EUR3.00m
Moussa Sylla,Right Winger,24,EUR2.50m,Mali,FC Schalke 04,2. Bundesliga,EUR2.50m
Raul Moro,Left Winger,21,EUR2.50m,Spain,Real Valladolid,LaLiga,EUR2.50m
John Yeboah,Attacking Midfield,24,EUR2.50m,Ecuador,Venezia,Serie A,EUR2.50m
Adrian Semper,Goalkeeper,26,EUR2.50m,Croatia,Pisa,Serie B,EUR2.50m
Faniel Tewelde,Left Winger,17,EUR2.50m,Norway,Lommel SK,Challenger Pro League,EUR2.50m
Osvaldo Rodriguez,Left-Back,27,EUR2.50m,Mexico,Tigres UANL,Liga MX Apertura,EUR2.30m
Kady Borges,Right Winger,28,EUR2.50m,Brazil,Ferencvaros,NB I.,EUR2.00m
Miguel de la Fuente,Centre-Forward,24,EUR2.50m,Spain,CD Leganes,LaLiga,EUR2.00m
Oliver Dovin,Goalkeeper,22,EUR2.50m,Sweden,Coventry,Championship,EUR1.90m
Mauro Luna Diale,Attacking Midfield,25,EUR2.50m,Argentina,Akhmat Grozny,Premier Liga,EUR1.85m
Jacob Widell Zetterstrom,Goalkeeper,26,EUR2.50m,Sweden,Derby,Championship,EUR1.75m
Bartlomiej Dragowski,Goalkeeper,26,EUR2.50m,Poland,Panathinaikos,Super League 1,EUR1.50m
Marko Pjaca,Left Winger,29,EUR2.50m,Croatia,Dinamo Zagreb,SuperSport HNL,EUR1.50m
Hugo Novoa,Right-Back,21,EUR2.50m,Spain,Alaves,LaLiga,EUR1.50m
Federico Bonazzoli,Centre-Forward,27,EUR2.50m,Italy,Cremonese,Serie B,EUR1.50m
Felix Correia,Left Winger,23,EUR2.50m,Portugal,Gil Vicente,Liga Portugal,EUR1.50m
Marvin Mehlem,Attacking Midfield,26,EUR2.50m,Germany,Hull City,Championship,EUR1.50m
Anouar Ait El Hadj,Attacking Midfield,22,EUR2.50m,Belgium,Union SG,Jupiler Pro League,EUR1.50m
Silvan Hefti,Right-Back,26,EUR2.50m,Switzerland,Hamburger SV,2. Bundesliga,EUR1.20m
Rober Gonzalez,Right Winger,23,EUR2.50m,Spain,NEC Nijmegen,Eredivisie,EUR1.20m
Cas Odenthal,Centre-Back,23,EUR2.50m,Netherlands,Sassuolo,Serie B,EUR1.20m
Pierre Dwomoh,Central Midfield,20,EUR2.50m,Belgium,Watford,Championship,EUR1.00m
Asier Villalibre,Centre-Forward,26,EUR2.50m,Spain,Alaves,LaLiga,EUR1.00m
Njegos Petrovic,Defensive Midfield,24,EUR2.50m,Serbia,Vojvodina,Super liga Srbije,EUR800k
Jovane Cabral,Left Winger,26,EUR2.50m,Cape Verde,CF Estrela,Liga Portugal,EUR800k
Lukas Kacavenda,Attacking Midfield,21,EUR2.50m,Croatia,Dinamo Zagreb,SuperSport HNL,EUR750k
Thomas Galdames,Left-Back,25,EUR2.50m,Chile,KS Samara,Premier Liga,EUR650k
Bernardo Vital,Centre-Back,23,EUR2.50m,Portugal,Real Zaragoza,LaLiga2,EUR600k
Callum Styles,Left Midfield,24,EUR2.50m,Hungary,West Brom,Championship,EUR600k
Oleksiy Gutsulyak,Right Winger,26,EUR2.50m,Ukraine,Polissya,Premier Liga,EUR600k
Henry Kessler,Centre-Back,26,EUR2.50m,United States,St. Louis CITY,MLS,EUR549k
Tin Jedvaj,Centre-Back,28,EUR2.50m,Croatia,Panathinaikos,Super League 1,EUR500k
Rayyan Baniya,Centre-Back,25,EUR2.50m,Türkiye,Palermo,Serie B,Loan fee:EUR450k
Giorgi Gocholeishvili,Right-Back,23,EUR2.50m,Georgia,FC Copenhagen,Superliga,Loan fee:EUR400k
Irvin Cardona,Centre-Forward,27,EUR2.50m,France,Espanyol,LaLiga,Loan fee:EUR400k
Tomasz Kedziora,Centre-Back,30,EUR2.50m,Poland,PAOK Salonika,Super League 1,EUR400k
Horatiu Moldovan,Goalkeeper,26,EUR2.50m,Romania,Sassuolo,Serie B,Loan fee:EUR400k
Mickael Biron,Centre-Forward,26,EUR2.50m,Martinique,OH Leuven,Jupiler Pro League,Loan fee:EUR300k
Moussa Sylla,Right Winger,24,EUR2.50m,Mali,Pau FC,Ligue 2,EUR300k
Jon Dagur Thorsteinsson,Left Winger,25,EUR2.50m,Iceland,Hertha BSC,2. Bundesliga,EUR250k
Raul Gustavo,Centre-Back,25,EUR2.50m,Brazil,Ferencvaros,NB I.,EUR180k
Jayden Nelson,Left Winger,21,EUR2.50m,Canada,SSV Ulm 1846,2. Bundesliga,Loan fee:EUR100k
Luca Waldschmidt,Centre-Forward,28,EUR2.50m,Germany,1.FC Koln,2. Bundesliga,free transfer
Robin Knoche,Centre-Back,32,EUR2.50m,Germany,1.FC Nuremberg,2. Bundesliga,free transfer
Neto,Goalkeeper,35,EUR2.50m,Brazil,Arsenal,Premier League,loan transfer
Aleksandar Dragovic,Centre-Back,33,EUR2.50m,Austria,Austria Vienna,Bundesliga,free transfer
Noah Mbamba,Defensive Midfield,19,EUR2.50m,Belgium,F. Dusseldorf,2. Bundesliga,loan transfer
Kevin Sessa,Central Midfield,23,EUR2.50m,Germany,Hertha BSC,2. Bundesliga,free transfer
Justin Diehl,Left Winger,19,EUR2.50m,Germany,VfB Stuttgart,Bundesliga,free transfer
Ivan Ordets,Centre-Back,31,EUR2.50m,Ukraine,VfL Bochum,Bundesliga,free transfer
Thomas Delaney,Central Midfield,32,EUR2.50m,Denmark,FC Copenhagen,Superliga,free transfer
Pantelis Hatzidiakos,Centre-Back,27,EUR2.50m,Greece,FC Copenhagen,Superliga,loan transfer
Elias Cobbaut,Centre-Back,26,EUR2.50m,Belgium,Sparta Prague,Chance Liga,?
Andre Ramalho,Centre-Back,32,EUR2.50m,Brazil,Corinthians,Serie A,free transfer
Mileta Rajovic,Centre-Forward,25,EUR2.50m,Denmark,Brondby IF,Superliga,loan transfer
Valery Fernandez,Right Winger,24,EUR2.50m,Spain,RCD Mallorca,LaLiga,loan transfer
Patrik Walemark,Right Winger,22,EUR2.50m,Sweden,Lech Poznan,Ekstraklasa,loan transfer
Nemanja Tosic,Left-Back,27,EUR2.50m,Serbia,FC Zurich,Super League,?
George Baldock,Right-Back,31,EUR2.50m,Greece,Panathinaikos,Super League 1,free transfer
Faride Alidou,Left Winger,23,EUR2.50m,Germany,Hellas Verona,Serie A,loan transfer
Gustaf Lagerbielke,Centre-Back,24,EUR2.50m,Sweden,Twente FC,Eredivisie,loan transfer
Bernard,Left Winger,31,EUR2.50m,Brazil,Atletico-MG,Serie A,free transfer
Taylor Gardner-Hickman,Central Midfield,22,EUR2.50m,England,Birmingham,League One,loan transfer
Pedro Diaz,Central Midfield,26,EUR2.50m,Spain,Rayo Vallecano,LaLiga,free transfer
Alvaro Fernandez,Goalkeeper,26,EUR2.50m,Spain,Sevilla FC,LaLiga,free transfer
Kevin Nisbet,Centre-Forward,27,EUR2.50m,Scotland,Aberdeen FC,Premiership,loan transfer
Alex Valle,Left-Back,20,EUR2.50m,Spain,Celtic,Premiership,loan transfer
Joe Rothwell,Central Midfield,29,EUR2.50m,England,Leeds,Championship,loan transfer
Alexis Sanchez,Centre-Forward,35,EUR2.50m,Chile,Udinese Calcio,Serie A,free transfer
Stefan Savic,Centre-Back,33,EUR2.50m,Montenegro,Trabzonspor,Super Lig,free transfer
Cristian Manea,Right-Back,26,EUR2.50m,Romania,FC Rapid,SuperLiga,free transfer
Igor Jesus,Centre-Forward,23,EUR2.50m,Brazil,Botafogo,Serie A,free transfer
Ruan Tressoldi,Centre-Back,25,EUR2.50m,Brazil,Sao Paulo,Serie A,loan transfer
Anwar El Ghazi,Right Winger,29,EUR2.50m,Netherlands,Cardiff,Championship,free transfer
Jon Karrikaburu,Centre-Forward,21,EUR2.50m,Spain,Racing,LaLiga2,loan transfer
Sergio Oliveira,Central Midfield,32,EUR2.50m,Portugal,Olympiacos,Super League 1,free transfer
Svit Seslar,Attacking Midfield,22,EUR2.50m,Slovenia,NK Celje,Prva Liga,loan transfer
Naci Unuvar,Left Winger,21,EUR2.50m,Türkiye,Espanyol,LaLiga,loan transfer
Timothee Pembele,Right-Back,21,EUR2.50m,France,Le Havre AC,Ligue 1,loan transfer
Ola Solbakken,Right Winger,25,EUR2.50m,Norway,FC Empoli,Serie A,loan transfer
Juan Carlos Gauto,Right Winger,20,EUR2.50m,Argentina,Dep. La Coruna,LaLiga2,loan transfer
Artem Timofeev,Defensive Midfield,30,EUR2.50m,Russia,Loko Moscow,Premier Liga,free transfer
Lewis Dobbin,Left Winger,21,EUR2.50m,England,West Brom,Championship,loan transfer
Uros Racic,Defensive Midfield,26,EUR2.50m,Serbia,West Brom,Championship,loan transfer
Tino Kadewere,Centre-Forward,28,EUR2.50m,Zimbabwe,FC Nantes,Ligue 1,free transfer
Jean-Philippe Gbamin,Defensive Midfield,28,EUR2.50m,Cote d'Ivoire,FC Nantes,Ligue 1,free transfer
Tete Morente,Left Winger,27,EUR2.50m,Spain,Lecce,Serie A,free transfer
Shandon Baptiste,Central Midfield,26,EUR2.50m,Grenada,Luton,Championship,free transfer
Max Lowe,Left-Back,27,EUR2.50m,England,Sheff Wed,Championship,free transfer
Paul Nardi,Goalkeeper,30,EUR2.50m,France,QPR,Championship,free transfer
Sergi Roberto,Central Midfield,32,EUR2.50m,Spain,Como,Serie A,free transfer
Rafa Mir,Centre-Forward,27,EUR2.50m,Spain,Valencia,LaLiga,loan transfer
Maximiliano Caufriez,Centre-Back,27,EUR2.50m,Belgium,Valencia,LaLiga,loan transfer
Thomas Meunier,Right-Back,32,EUR2.50m,Belgium,LOSC Lille,Ligue 1,free transfer
Anis Slimane,Central Midfield,23,EUR2.50m,Tunisia,Norwich,Championship,loan transfer
Roberto Lopez,Attacking Midfield,24,EUR2.50m,Spain,CD Leganes,LaLiga,free transfer
Munir El Haddadi,Right Winger,28,EUR2.50m,Morocco,CD Leganes,LaLiga,free transfer
Oscar Rodriguez,Attacking Midfield,26,EUR2.50m,Spain,CD Leganes,LaLiga,free transfer
Cedric Kipre,Centre-Back,27,EUR2.50m,Cote d'Ivoire,Stade Reims,Ligue 1,free transfer
Marco Nasti,Centre-Forward,20,EUR2.50m,Italy,Cremonese,Serie B,free transfer
Zan Vipotnik,Centre-Forward,22,EUR2.50m,Slovenia,Swansea,Championship,free transfer
Clayton,Centre-Forward,25,EUR2.50m,Brazil,Rio Ave,Liga Portugal,loan transfer
Omar Richards,Left-Back,26,EUR2.50m,England,Rio Ave,Liga Portugal,loan transfer
Juan Otero,Right Winger,29,EUR2.50m,Colombia,Sporting Gijon,LaLiga2,free transfer
Alessandro Bianco,Central Midfield,21,EUR2.50m,Italy,Monza,Serie A,loan transfer
Chris Bedia,Centre-Forward,28,EUR2.50m,Cote d'Ivoire,Hull City,Championship,loan transfer
Dennis Eckert Ayensa,Centre-Forward,27,EUR2.50m,Germany,Standard Liege,Jupiler Pro League,loan transfer
Mario Gonzalez,Centre-Forward,28,EUR2.50m,Spain,Famalicao,Liga Portugal,loan transfer
Erik Exposito,Centre-Forward,28,EUR2.50m,Spain,Al-Ahli SC,Stars League,free transfer
Cristian Borja,Left-Back,31,EUR2.50m,Colombia,America,Liga MX Apertura,free transfer
Carles Perez,Right Winger,26,EUR2.50m,Spain,Getafe,LaLiga,loan transfer
Edouard Michut,Central Midfield,21,EUR2.50m,France,Adana Demirspor,Super Lig,free transfer
Abdoulaye Ndiaye,Centre-Back,22,EUR2.50m,Senegal,Stade Brestois,Ligue 1,loan transfer
Borja Baston,Centre-Forward,31,EUR2.50m,Spain,Pachuca,Liga MX Apertura,free transfer
Riccardo Pagano,Central Midfield,19,EUR2.50m,Italy,Catanzaro,Serie B,loan transfer
Oliver Abildgaard,Defensive Midfield,28,EUR2.50m,Denmark,Pisa,Serie B,loan transfer
Ruben Semedo,Centre-Back,30,EUR2.50m,Portugal,Al-Khor SC,Stars League,loan transfer
M'Baye Niang,Centre-Forward,29,EUR2.50m,Senegal,Wydad AC,Botola Pro Inwi,free transfer
Henrique Araujo,Centre-Forward,22,EUR2.50m,Portugal,Arouca,Liga Portugal,loan transfer
Marino Hinestroza,Left Winger,22,EUR2.50m,Colombia,Atl. Nacional,Liga DIMAYOR II,loan transfer
Rony Lopes,Right Winger,28,EUR2.50m,Portugal,Alanyaspor,Super Lig,free transfer
Emanuel Reynoso,Attacking Midfield,28,EUR2.50m,Argentina,Club Tijuana,Liga MX Apertura,?
Ilya Shkurin,Centre-Forward,24,EUR2.50m,Belarus,Stal Mielec,Ekstraklasa,free transfer
Romarinho,Centre-Forward,33,EUR2.50m,Brazil,NEOM SC,Saudi First Division League,free transfer
Noel Buck,Central Midfield,19,EUR2.50m,England,Southampton U21,Premier League 2,loan transfer
Gaetan Coucke,Goalkeeper,25,EUR2.50m,Belgium,Al-Orobah,Saudi Pro League,free transfer
Felix Afena-Gyan,Centre-Forward,21,EUR2.50m,Ghana,Juve Next Gen,Serie C - C,loan transfer
Faisal Al-Ghamdi,Central Midfield,23,EUR2.50m,Saudi Arabia,Beerschot VA,Jupiler Pro League,loan transfer
Chris Smalling,Centre-Back,34,EUR2.50m,England,Al-Fayha,Saudi Pro League,?
Ibrahima Kone,Centre-Forward,25,EUR2.50m,Mali,Al-Okhdood,Saudi Pro League,loan transfer
Manu Fuster,Left Winger,26,EUR2.40m,Spain,UD Las Palmas,LaLiga,EUR1.50m
Ruben Vinagre,Left Midfield,25,EUR2.40m,Portugal,Legia Warszawa,Ekstraklasa,loan transfer
Miha Zajc,Central Midfield,30,EUR2.40m,Slovenia,Toulouse,Ligue 1,loan transfer
David Okereke,Centre-Forward,27,EUR2.40m,Nigeria,Gaziantep FK,Super Lig,loan transfer
Giorgio Cittadini,Centre-Back,22,EUR2.40m,Italy,Frosinone,Serie B,loan transfer
Pepe,Central Midfield,27,EUR2.40m,Portugal,Pafos FC,Cyprus League,free transfer
Nicholas Gioacchini,Centre-Forward,24,EUR2.40m,United States,Cincinnati,MLS,loan transfer
Andres Montano,Central Midfield,22,EUR2.30m,Mexico,CD Cruz Azul,Liga MX Apertura,EUR3.72m
Rodrigo Aguirre,Centre-Forward,29,EUR2.30m,Uruguay,America,Liga MX Apertura,EUR2.70m
Matias Reali,Right Winger,27,EUR2.30m,Argentina,San Lorenzo,Liga Profesional,EUR1.68m
Ebrima Colley,Right Winger,24,EUR2.30m,The Gambia,BSC Young Boys,Super League,EUR1.65m
Emir Sahiti,Left Winger,25,EUR2.30m,Kosovo,Hamburger SV,2. Bundesliga,EUR1.20m
Emanuele Valeri,Left-Back,25,EUR2.30m,Italy,Parma,Serie A,free transfer
Virgil Misidjan,Left Winger,31,EUR2.30m,Suriname,Ferencvaros,NB I.,free transfer
Alfons Sampsted,Right-Back,26,EUR2.30m,Iceland,Birmingham,League One,loan transfer
Joshua King,Left Winger,32,EUR2.30m,Norway,Toulouse,Ligue 1,free transfer
Valber Huerta,Centre-Back,30,EUR2.30m,Chile,U. Catolica,Primera Division,free transfer
Dijon Kameri,Attacking Midfield,20,EUR2.30m,Austria,SCR Altach,Bundesliga,loan transfer
Othmane Boussaid,Left Winger,24,EUR2.30m,Belgium,Al-Nasr,UAE Pro League,free transfer
Cristian Tello,Left Winger,33,EUR2.30m,Spain,Al-Orobah,Saudi Pro League,free transfer
Alex Collado,Right Winger,25,EUR2.30m,Spain,Al-Kholood,Saudi Pro League,loan transfer
Liam Millar,Left Winger,24,EUR2.20m,Canada,Hull City,Championship,EUR3.50m
Victor Meseguer,Central Midfield,25,EUR2.20m,Spain,Real Valladolid,LaLiga,EUR3.00m
Antonio Colak,Centre-Forward,30,EUR2.20m,Croatia,Spezia Calcio,Serie B,EUR2.50m
Luis Binks,Centre-Back,22,EUR2.20m,England,Coventry,Championship,EUR2.00m
Johan Mojica,Left-Back,31,EUR2.20m,Colombia,RCD Mallorca,LaLiga,EUR1.50m
Stanko Juric,Defensive Midfield,27,EUR2.20m,Croatia,Real Valladolid,LaLiga,EUR1.50m
Eric-Junior Bocat,Left-Back,24,EUR2.20m,France,Stoke City,Championship,EUR1.20m
Josh Laurent,Central Midfield,29,EUR2.20m,England,Burnley,Championship,EUR1.19m
Otabek Shukurov,Central Midfield,28,EUR2.20m,Uzbekistan,Al-Fayha,Saudi Pro League,EUR400k
Stefan Kovac,Central Midfield,25,EUR2.20m,Bosnia-Herzegovina,Partizan,Super liga Srbije,EUR350k
Mohamed Bouldini,Centre-Forward,28,EUR2.20m,Morocco,Dep. La Coruna,LaLiga2,EUR300k
Yahia Attiyat Allah,Left-Back,29,EUR2.20m,Morocco,Al Ahly,Premier League,Loan fee:EUR200k
Callum O'Hare,Attacking Midfield,26,EUR2.20m,England,Sheff Utd,Championship,free transfer
Ezequiel Bullaude,Attacking Midfield,23,EUR2.20m,Argentina,Fortuna Sittard,Eredivisie,loan transfer
Kaine Kesler-Hayden,Right-Back,21,EUR2.20m,England,Preston,Championship,loan transfer
Ashley Phillips,Centre-Back,19,EUR2.20m,England,Stoke City,Championship,loan transfer
Unai Vencedor,Central Midfield,23,EUR2.20m,Spain,Racing,LaLiga2,loan transfer
Alfie Devine,Attacking Midfield,20,EUR2.20m,England,KVC Westerlo,Jupiler Pro League,loan transfer
Siriki Dembele,Left Winger,27,EUR2.20m,Scotland,Oxford United,Championship,?
Ante Rebic,Left Winger,30,EUR2.20m,Croatia,Lecce,Serie A,free transfer
Gyrano Kerk,Right Winger,28,EUR2.20m,Suriname,Royal Antwerp,Jupiler Pro League,free transfer
Ravil Tagir,Centre-Back,21,EUR2.20m,Türkiye,Al-Jazira,UAE Pro League,?
Iddrisu Baba,Central Midfield,28,EUR2.20m,Ghana,UD Almeria,LaLiga2,free transfer
Ake Loba,Centre-Forward,26,EUR2.20m,Cote d'Ivoire,Queretaro FC,Liga MX Apertura,loan transfer
Giuseppe Ambrosino,Centre-Forward,20,EUR2.20m,Italy,Frosinone,Serie B,loan transfer
Wesley Hoedt,Centre-Back,30,EUR2.20m,Netherlands,Al-Shabab,Saudi Pro League,?
Dorukhan Tokoz,Central Midfield,28,EUR2.10m,Türkiye,Eyupspor,Super Lig,free transfer
Conrad Harder,Centre-Forward,19,EUR2.00m,Denmark,Sporting CP,Liga Portugal,EUR19.00m
Ante Crnac,Centre-Forward,20,EUR2.00m,Croatia,Norwich,Championship,EUR11.00m
Oscar Perea,Left Winger,18,EUR2.00m,Colombia,R. Strasbourg,Ligue 1,EUR5.20m
Matias Moreno,Centre-Back,20,EUR2.00m,Argentina,Fiorentina,Serie A,EUR5.00m
Deniz Gul,Centre-Forward,20,EUR2.00m,Sweden,FC Porto,Liga Portugal,EUR4.50m
Jhoanner Chavez,Left-Back,22,EUR2.00m,Ecuador,Lens,Ligue 1,EUR4.50m
Micah Hamilton,Left Winger,20,EUR2.00m,England,Middlesbrough,Championship,EUR4.10m
Erencan Yardimci,Centre-Forward,22,EUR2.00m,Türkiye,TSG Hoffenheim,Bundesliga,EUR4.00m
Diego Conde,Goalkeeper,25,EUR2.00m,Spain,Villarreal,LaLiga,EUR4.00m
Fidel Barajas,Right Winger,18,EUR2.00m,Mexico,Chivas,Liga MX Apertura,EUR4.00m
Fally Mayulu,Centre-Forward,21,EUR2.00m,France,Bristol City,Championship,EUR3.50m
Amine El Ouazzani,Centre-Forward,22,EUR2.00m,Morocco,SC Braga,Liga Portugal,EUR3.50m
Marin Soticek,Right Winger,19,EUR2.00m,Croatia,FC Basel,Super League,EUR3.00m
Nasser Djiga,Centre-Back,21,EUR2.00m,Burkina Faso,Red Star,Super liga Srbije,EUR3.00m
Joel Schingtienne,Centre-Back,22,EUR2.00m,Belgium,Venezia,Serie A,EUR3.00m
Estanis Pedrola,Left Winger,20,EUR2.00m,Spain,Sampdoria,Serie B,EUR3.00m
Can Keles,Right Winger,22,EUR2.00m,Austria,Besiktas,Super Lig,EUR2.75m
Fabrizio Peralta,Defensive Midfield,21,EUR2.00m,Paraguay,Cruzeiro,Serie A,EUR2.70m
Razvan Sava,Goalkeeper,22,EUR2.00m,Romania,Udinese Calcio,Serie A,EUR2.50m
Herve Koffi,Goalkeeper,27,EUR2.00m,Burkina Faso,Lens,Ligue 1,EUR2.50m
Ayrton Costa,Left-Back,24,EUR2.00m,Argentina,Royal Antwerp,Jupiler Pro League,EUR2.30m
Omar Govea,Defensive Midfield,28,EUR2.00m,Mexico,Chivas,Liga MX Apertura,EUR2.30m
Johan Rojas,Attacking Midfield,21,EUR2.00m,Colombia,Monterrey,Liga MX Apertura,EUR2.30m
Alex Santana,Central Midfield,29,EUR2.00m,Brazil,Corinthians,Serie A,EUR2.20m
Anis Hadj Moussa,Right Winger,22,EUR2.00m,Algeria,Feyenoord,Eredivisie,EUR3.50m
Kevin Carlos,Centre-Forward,23,EUR2.00m,Spain,FC Basel,Super League,EUR3.40m
Lucas Pires,Left-Back,23,EUR2.00m,Brazil,Burnley,Championship,EUR2.30m
Jose Luis Rodriguez,Left Winger,26,EUR2.00m,Panama,Red Star,Super liga Srbije,EUR2.00m
Fisayo Dele-Bashiru,Attacking Midfield,23,EUR2.00m,Nigeria,Lazio,Serie A,Loan fee:EUR2.00m
Marvin Park,Right Winger,23,EUR2.00m,Spain,UD Las Palmas,LaLiga,EUR2.00m
Richie Sagrado,Right-Back,20,EUR2.00m,Belgium,Venezia,Serie A,EUR2.00m
Tommaso Barbieri,Right-Back,21,EUR2.00m,Italy,Cremonese,Serie B,EUR2.00m
Mamadou Mbacke,Centre-Back,21,EUR2.00m,Senegal,Barca Atletic,Primera Federacion - Gr. I,EUR2.00m
Mohammed Fuseini,Centre-Forward,22,EUR2.00m,Ghana,Union SG,Jupiler Pro League,EUR2.00m
Aleksandr Kovalenko,Central Midfield,21,EUR2.00m,Russia,Orenburg,Premier Liga,EUR2.00m
Arseniy Batagov,Centre-Back,22,EUR2.00m,Ukraine,Trabzonspor,Super Lig,EUR1.83m
Achraf Dari,Centre-Back,25,EUR2.00m,Morocco,Al Ahly,Premier League,EUR1.80m
Makhtar Gueye,Centre-Forward,26,EUR2.00m,Senegal,Blackburn,Championship,EUR1.80m
Armin Gigovic,Central Midfield,22,EUR2.00m,Bosnia-Herzegovina,Holstein Kiel,Bundesliga,EUR1.80m
Sam Gallagher,Centre-Forward,28,EUR2.00m,England,Stoke City,Championship,EUR1.80m
Kieffer Moore,Centre-Forward,31,EUR2.00m,Wales,Sheff Utd,Championship,EUR1.79m
Dimitrios Nikolaou,Centre-Back,25,EUR2.00m,Greece,Palermo,Serie B,EUR1.60m
Rasmus Carstensen,Right-Back,23,EUR2.00m,Denmark,1.FC Koln,2. Bundesliga,EUR1.50m
Timi Max Elsnik,Central Midfield,26,EUR2.00m,Slovenia,Red Star,Super liga Srbije,EUR1.50m
Sayfallah Ltaief,Left Winger,24,EUR2.00m,Tunisia,Twente FC,Eredivisie,EUR1.50m
Rui Modesto,Right Midfield,24,EUR2.00m,Angola,Udinese Calcio,Serie A,EUR1.50m
Juan Carlos Arana,Centre-Forward,24,EUR2.00m,Spain,Racing,LaLiga2,EUR1.50m
Matthias Braunoder,Central Midfield,22,EUR2.00m,Austria,Como,Serie A,EUR1.50m
Haissem Hassan,Right Winger,22,EUR2.00m,France,Real Oviedo,LaLiga2,EUR1.50m
Jerome Opoku,Centre-Back,25,EUR2.00m,Ghana,Basaksehir,Super Lig,EUR1.50m
Karlo Muhar,Defensive Midfield,28,EUR2.00m,Croatia,Al-Orobah,Saudi Pro League,EUR1.50m
Danley Jean Jacques,Defensive Midfield,24,EUR2.00m,Haiti,Philadelphia,MLS,EUR1.40m
Kristian Arnstad,Central Midfield,20,EUR2.00m,Norway,Aarhus GF,Superliga,EUR1.35m
Maximilian Entrup,Centre-Forward,26,EUR2.00m,Austria,LASK,Bundesliga,EUR1.30m
Braian Aguirre,Right-Back,24,EUR2.00m,Argentina,Internacional,Serie A,EUR1.27m
Plamen Andreev,Goalkeeper,19,EUR2.00m,Bulgaria,Feyenoord,Eredivisie,EUR1.20m
Lyndon Dykes,Centre-Forward,28,EUR2.00m,Scotland,Birmingham,League One,EUR1.20m
Srdjan Mijailovic,Defensive Midfield,30,EUR2.00m,Serbia,Al-Wasl,UAE Pro League,EUR1.20m
Oleksandr Svatok,Centre-Back,29,EUR2.00m,Ukraine,Austin,MLS,EUR1.20m
William Troost-Ekong,Centre-Back,30,EUR2.00m,Nigeria,Al-Kholood,Saudi Pro League,EUR1.20m
Aguibou Camara,Attacking Midfield,23,EUR2.00m,Guinea,Ludogorets,efbet Liga,EUR1.09m
Maximilian Philipp,Second Striker,30,EUR2.00m,Germany,SC Freiburg,Bundesliga,EUR1.00m
Stepan Chaloupek,Centre-Back,21,EUR2.00m,Czech Republic,Slavia Prague,Chance Liga,EUR1.00m
Noah Ohio,Centre-Forward,21,EUR2.00m,Netherlands,FC Utrecht,Eredivisie,EUR1.00m
Philipp Max,Left-Back,30,EUR2.00m,Germany,Panathinaikos,Super League 1,EUR1.00m
Magnus Knudsen,Central Midfield,23,EUR2.00m,Norway,Holstein Kiel,Bundesliga,EUR1.00m
Janis Blaswich,Goalkeeper,33,EUR2.00m,Germany,RB Salzburg,Bundesliga,Loan fee:EUR1.00m
Shapi Suleymanov,Right Winger,24,EUR2.00m,Russia,Aris Saloniki,Super League 1,EUR1.00m
Giorgio Altare,Centre-Back,25,EUR2.00m,Italy,Venezia,Serie A,EUR1.00m
Bart van Rooij,Right-Back,23,EUR2.00m,Netherlands,Twente FC,Eredivisie,EUR900k
Dejan Zukic,Attacking Midfield,23,EUR2.00m,Serbia,Wolfsberger AC,Bundesliga,EUR900k
Nihad Mujakic,Centre-Back,26,EUR2.00m,Bosnia-Herzegovina,Partizan,Super liga Srbije,EUR895k
Matej Maglica,Centre-Back,25,EUR2.00m,Croatia,Darmstadt 98,2. Bundesliga,EUR800k
Ariel Mosor,Centre-Back,21,EUR2.00m,Poland,Rakow,Ekstraklasa,EUR750k
Dawid Kownacki,Centre-Forward,27,EUR2.00m,Poland,F. Dusseldorf,2. Bundesliga,Loan fee:EUR700k
William Balikwisha,Attacking Midfield,25,EUR2.00m,DR Congo,OH Leuven,Jupiler Pro League,EUR650k
Aziel Jackson,Attacking Midfield,22,EUR2.00m,United States,Columbus,MLS,EUR606k
Frans Kratzig,Left-Back,21,EUR2.00m,Germany,VfB Stuttgart,Bundesliga,Loan fee:EUR500k
Giannis Papanikolaou,Defensive Midfield,25,EUR2.00m,Greece,C. Rizespor,Super Lig,EUR500k
